team,firstName,lastName,position,jerseyNum,ovr,speed,acceleration,strength,agility,awareness,catching,carrying,throwPower,throwAccuracy,kickPower,kickAccuracy,runBlock,passBlock,tackle,jumping,kickReturn,injury,stamina,toughness,trucking,elusiveness,bCVision,stiffArm,spinMove,jukeMove,impactBlocking,runBlockStrength,runBlockFootwork,passBlockStrength,passBlockFootwork,powerMoves,finesseMoves,blockShedding,pursuit,playRecognition,manCoverage,zoneCoverage,spectacularCatch,catchInTraffic,routeRunning,hitPower,press,release,throwAccuracyShort,throwAccuracyMid,throwAccuracyDeep,playAction,throwOnTheRun,height,weight,age
Cowboys,Kellen,Moore,QB,17,69,76,79,43,54,70,40,54,80,77,25,25,20,15,15,72,10,96,94,87,20,20,40,26,35,42,20,20,20,20,20,10,10,15,30,15,15,20,12,10,10,10,10,12,84,83,72,75,75,72,200,27
Dolphins,Matt,Moore,QB,8,69,62,71,58,69,78,35,48,81,77,25,25,15,20,25,60,10,90,90,70,20,20,60,30,48,64,20,20,20,20,20,10,10,25,44,20,15,20,12,10,10,12,10,12,85,77,76,68,75,75,220,32
Raiders,Damontre,Moore,RE,98,69,72,83,65,78,64,44,52,29,19,14,15,45,45,75,87,10,90,66,71,35,25,45,33,44,30,45,45,45,45,45,82,70,76,85,64,54,60,22,20,10,70,45,30,6,6,6,6,6,77,250,23
Browns,Carl,Nassib,RE,94,69,78,87,75,77,62,47,33,22,20,20,19,38,28,71,76,9,89,78,86,26,28,29,33,24,27,36,44,45,46,44,80,69,75,78,62,33,40,42,39,14,74,26,17,6,6,6,6,6,78,277,23
Jaguars,Yannick,Ngakoue,RE,91,69,81,85,80,84,56,47,44,22,21,21,19,29,21,80,82,9,89,83,86,26,30,29,32,25,27,29,44,45,45,44,72,80,69,74,56,28,36,19,17,13,81,22,17,6,6,6,6,6,74,252,21
Redskins,Ty,Nsekhe,RT,79,69,56,71,84,63,67,40,25,24,24,25,25,78,76,38,73,10,85,77,74,25,20,15,15,22,20,64,76,73,74,72,15,15,15,21,10,12,15,15,15,10,15,10,20,6,6,6,6,6,80,335,30
Bills,Nick,O'Leary,TE,84,69,75,78,73,73,62,84,72,30,30,35,35,68,56,44,78,30,88,85,92,68,35,72,71,45,56,64,62,60,55,57,30,20,35,45,15,10,15,70,78,63,20,10,74,15,10,6,6,10,75,247,24
Bears,Chris,Prosinski,SS,31,69,89,89,56,81,61,57,65,35,25,15,19,45,45,72,93,45,93,87,74,55,49,49,23,63,65,45,45,45,45,45,41,47,53,66,61,70,77,25,35,15,67,67,15,15,10,10,15,15,73,208,29
Redskins,Silas,Redd Jr.,HB,32,69,82,87,66,86,51,56,82,34,32,25,25,45,60,35,88,77,82,84,76,79,73,87,69,77,82,45,44,49,62,57,10,10,29,35,16,13,29,45,48,45,12,20,49,35,30,20,15,15,70,200,24
Redskins,Kendall,Reyes,RE,97,69,76,85,89,67,74,35,39,15,16,12,11,45,45,78,84,10,90,82,69,35,15,25,10,10,10,45,45,45,45,45,77,52,66,75,74,19,31,12,10,10,69,10,12,6,6,6,6,6,76,300,26
Patriots,Jordan,Richards,FS,37,69,86,90,65,91,55,72,64,24,25,26,19,45,45,73,85,45,93,88,84,45,55,52,57,56,66,45,45,45,45,45,48,47,49,85,55,61,72,65,60,15,76,69,25,6,6,6,6,6,71,210,23
Lions,Corey,Robinson,LT,70,69,60,75,89,66,52,25,40,25,40,28,15,79,79,39,80,11,91,74,67,25,15,10,10,10,10,76,85,72,84,72,10,10,40,25,10,12,12,12,15,10,25,10,12,6,6,6,6,6,79,316,24
Jaguars,James,Sample,SS,23,69,87,89,69,82,52,66,59,24,25,26,19,45,45,83,82,45,85,87,87,50,45,55,57,55,60,45,45,45,45,45,51,39,72,82,52,56,75,55,49,15,75,56,25,6,6,6,6,6,74,215,24
Eagles,Isaac,Seumalo,LG,73,69,66,83,81,72,60,20,29,24,22,22,21,81,77,33,72,10,87,86,81,20,15,10,10,10,10,75,73,76,76,78,40,30,35,31,30,15,20,12,10,10,48,10,12,6,6,6,6,6,76,303,22
Titans,Tajae,Sharpe,WR,19,69,87,91,65,92,62,83,70,29,22,23,22,46,38,28,85,67,89,88,81,30,74,77,38,70,79,25,44,44,36,34,11,11,26,30,21,16,24,82,75,75,15,16,69,15,10,6,6,10,74,194,21
Vikings,Marcus,Sherels,CB,35,69,90,95,42,93,68,61,70,10,8,15,15,45,45,41,94,90,88,87,60,15,89,77,35,75,87,45,45,45,45,45,21,25,43,57,68,74,70,55,50,35,39,42,46,6,6,6,6,6,70,175,28
Rams,Eugene,Sims,RE,97,69,78,85,73,74,70,37,35,15,14,15,29,45,45,75,79,10,88,79,66,39,22,35,10,35,10,45,45,45,45,45,61,76,73,74,70,26,49,12,10,10,74,10,12,6,6,6,6,6,78,269,30
Patriots,Matthew,Slater,WR,18,69,86,86,49,86,81,74,65,35,35,30,30,45,30,56,84,80,90,89,75,44,70,85,40,90,95,35,40,40,38,35,25,35,62,65,37,51,62,72,76,73,48,62,68,6,6,6,6,6,72,205,30
Colts,D'Joun,Smith,CB,30,69,91,90,73,90,59,66,60,25,24,14,14,45,45,50,86,72,90,88,65,21,74,75,30,70,74,45,45,45,45,45,32,35,37,70,59,72,81,56,53,24,42,81,35,6,6,6,6,6,71,190,23
Chiefs,Daniel,Sorensen,FS,49,69,83,89,62,85,61,56,60,30,30,25,25,45,45,72,81,45,93,88,85,40,35,49,35,55,50,45,45,45,45,45,45,54,61,77,61,61,72,35,39,30,66,65,30,10,10,10,10,10,74,208,26
Titans,Daimion,Stafford,SS,39,69,85,86,72,82,58,59,60,21,23,19,22,45,45,74,83,55,92,85,82,53,40,49,38,54,52,45,45,45,45,45,56,51,58,72,58,68,77,48,45,20,67,72,25,6,6,6,6,6,73,218,25
Jets,Julian,Stanford,ROLB,51,69,86,88,78,88,60,60,68,35,32,15,14,45,45,81,97,10,87,78,69,35,65,52,40,60,66,45,45,45,45,45,56,77,69,79,60,55,65,25,35,15,77,55,25,6,6,6,6,6,73,230,25
Giants,Byron,Stingily,RT,75,69,71,82,82,68,60,25,25,30,30,25,25,75,77,35,57,10,92,75,70,10,12,10,10,10,10,76,73,76,78,87,10,10,15,30,20,15,20,12,10,10,12,10,12,6,6,6,6,6,77,318,27
Cardinals,Garrett,Swanson,P,1,69,73,81,79,70,45,37,45,48,45,90,79,19,17,35,73,10,90,90,65,16,21,10,10,10,10,19,19,19,17,17,10,10,30,30,45,12,12,26,25,25,12,10,12,30,15,10,20,20,72,230,22
Giants,Cooper,Taylor,SS,30,69,87,87,68,80,57,64,67,35,25,15,19,45,45,71,89,35,79,88,84,69,46,54,49,45,55,45,45,45,45,45,58,46,64,79,57,68,75,46,44,15,73,74,15,15,10,10,15,15,76,228,26
Vikings,Adam,Thielen,WR,19,69,87,86,53,91,71,80,67,33,32,34,35,62,35,32,87,67,90,85,79,47,64,72,39,74,73,45,45,45,40,35,10,10,32,29,25,10,16,76,76,70,15,15,78,15,10,6,6,10,74,195,26
Giants,Darian,Thompson,FS,27,69,86,89,66,86,51,78,79,26,25,20,19,26,20,76,83,48,88,88,82,48,60,58,40,64,70,31,44,43,44,43,24,26,54,82,51,68,74,54,49,24,83,68,22,15,10,10,15,15,74,213,22
Lions,Laken,Tomlinson,LG,72,69,65,81,87,53,68,20,25,20,20,20,20,72,80,35,81,10,92,77,84,15,10,10,10,10,10,70,92,83,85,72,10,10,20,35,20,12,15,12,10,10,20,10,12,6,6,6,6,6,75,323,24
Buccaneers,Danny,Vitale,TE,86,69,85,87,84,86,53,72,75,33,20,23,22,71,63,40,86,8,90,86,85,76,57,72,71,62,68,67,65,64,55,55,22,19,33,40,23,17,31,61,66,60,25,25,54,18,15,13,20,22,74,225,22
Lions,Darrin,Walls,CB,30,69,88,89,56,84,67,55,58,20,22,15,13,45,45,61,88,42,92,87,75,15,60,55,10,59,75,45,45,45,45,45,35,42,50,75,67,70,77,45,49,25,65,76,20,6,6,6,6,6,73,190,28
Falcons,Terron,Ward,HB,28,69,87,89,72,79,62,59,76,32,31,13,10,32,38,22,81,75,89,92,78,86,78,74,63,72,82,28,35,34,34,32,9,10,20,20,15,10,20,57,54,49,10,10,30,24,25,15,10,10,67,205,24
Panthers,Swayze,Waters,P,6,69,70,72,35,65,43,35,44,29,19,92,78,12,15,11,55,10,90,80,65,10,24,15,10,10,10,12,12,12,17,17,10,10,13,21,10,22,15,12,11,11,10,10,11,30,30,22,20,20,72,185,29
Chargers,Chris,Watt,C,65,69,54,73,90,56,76,30,40,31,29,16,12,76,72,29,67,10,87,85,92,29,15,10,10,10,10,80,91,79,81,67,10,10,29,35,26,11,15,15,15,15,20,10,15,6,6,6,6,6,75,311,26
Broncos,Darrion,Weems,RT,77,69,56,66,85,54,65,25,29,18,13,11,15,74,76,33,65,10,87,75,72,15,10,12,10,10,10,76,77,74,73,70,10,10,25,30,25,13,15,15,15,15,24,10,15,6,6,6,6,6,77,310,27
Falcons,Eric,Weems,WR,14,69,84,87,49,88,78,79,74,30,30,26,26,50,22,21,81,90,85,92,70,40,93,87,36,88,90,30,30,30,30,30,15,15,45,15,15,15,20,75,73,70,12,10,59,10,10,10,10,10,69,195,31
Bears,Cody,Whitehair,LG,65,69,72,82,74,63,67,24,33,21,22,20,20,79,76,31,64,8,90,88,89,28,12,14,18,9,12,77,82,78,80,72,18,16,32,28,16,12,14,14,13,14,48,9,15,6,6,6,6,6,75,300,24
Panthers,Fozzy,Whittaker,HB,43,69,87,89,70,88,70,63,79,25,20,10,10,45,58,39,83,77,83,88,73,56,74,77,67,75,82,49,49,47,50,52,10,10,26,35,20,15,15,67,71,62,20,20,60,35,30,20,15,15,70,205,27
Falcons,Nick,Williams,WR,15,69,85,88,43,91,75,81,77,35,28,28,24,48,32,37,91,78,92,88,75,35,74,83,35,75,77,39,35,35,30,30,10,10,31,46,35,15,25,74,77,75,15,15,59,15,10,6,6,10,70,184,25
Saints,C.J.,Wilson,LE,69,69,74,82,87,64,73,25,40,20,25,25,21,45,45,85,74,6,92,75,62,25,12,10,10,10,10,45,45,45,45,45,78,45,78,79,73,15,35,12,10,10,79,10,12,10,10,10,10,10,75,310,29
Lions,Gabe,Wright,DT,90,69,69,79,89,57,63,44,40,16,15,15,15,45,45,67,76,10,90,76,72,35,15,25,29,25,12,45,45,45,45,45,67,79,78,74,63,15,25,15,15,15,75,14,15,6,6,6,6,6,75,305,23
Panthers,David,Yankey,LG,61,69,55,77,84,62,62,35,40,19,24,17,35,79,73,31,78,10,90,85,80,16,11,10,10,10,10,89,85,86,75,76,10,10,25,34,22,13,18,15,15,15,35,10,15,6,6,6,6,6,78,310,24
Lions,Zach,Zenner,HB,34,69,86,87,77,78,62,55,87,31,29,25,14,48,53,39,90,61,88,87,73,82,50,84,81,71,81,52,49,47,54,47,10,20,40,42,22,14,19,55,64,50,20,10,56,25,20,15,15,10,71,223,23
Packers,Jared,Abbrederis,WR,84,68,88,92,39,86,67,79,69,33,32,25,35,48,25,28,78,75,89,92,82,29,69,75,34,72,73,45,45,45,40,35,10,10,32,29,25,10,16,69,82,74,15,15,76,15,10,6,6,10,73,195,25
Texans,Oday,Aboushi,RG,78,68,55,73,78,49,69,25,45,17,28,15,28,73,80,35,64,10,95,85,86,29,11,19,35,10,10,82,76,76,85,78,20,10,25,21,18,11,9,15,15,15,25,10,15,6,6,6,6,6,77,308,25
Texans,Lonnie,Ballentine,FS,39,68,92,93,64,86,56,53,65,25,29,15,30,45,45,65,89,40,89,87,75,55,45,65,44,60,65,45,45,45,45,45,55,49,52,67,56,65,71,59,55,20,78,68,20,15,10,10,15,15,75,215,23
Rams,Isaiah,Battle,RT,77,68,65,78,77,69,59,15,40,26,40,35,8,72,79,40,67,14,90,90,85,30,40,10,10,10,10,83,78,83,86,92,10,10,24,40,20,12,12,15,15,15,40,10,15,6,6,6,6,6,79,290,23
Bears,Joshua,Bellamy,WR,11,68,87,89,63,86,72,76,75,40,31,30,22,58,45,39,88,72,92,86,76,49,69,76,50,74,76,47,45,46,44,42,10,25,39,49,35,61,63,82,72,69,28,48,67,10,10,10,10,10,72,206,27
Jaguars,Justin,Blackmon,WR,14,68,88,90,67,86,45,84,62,35,32,26,21,42,50,45,87,60,94,87,91,74,70,88,85,83,82,58,62,59,49,55,10,10,35,45,15,22,24,81,80,71,15,15,81,35,30,22,15,25,73,210,26
Jets,Tommy,Bohanon,FB,40,68,74,86,86,71,68,62,74,30,25,33,32,66,54,50,86,30,88,88,76,76,48,68,75,61,62,66,81,75,70,60,30,25,33,55,15,12,15,64,74,48,20,10,67,20,15,10,10,10,73,247,25
Lions,Jon,Bostic,MLB,47,68,83,88,71,75,69,68,64,30,35,20,22,45,45,78,80,10,95,91,83,44,31,35,50,41,35,45,45,45,45,45,60,73,73,77,69,63,67,47,49,15,82,60,15,6,6,6,6,6,73,246,25
Packers,Carl,Bradford,MLB,54,68,80,85,74,83,66,54,60,10,10,25,21,45,55,79,88,10,95,86,77,40,20,25,25,51,32,45,45,45,45,45,65,85,72,85,66,54,64,15,15,15,85,40,12,6,6,6,6,6,73,252,24
Broncos,Sam,Brenner,C,67,68,69,80,87,62,61,40,40,22,28,18,22,81,73,55,78,10,89,78,76,15,11,10,10,10,10,76,77,83,71,75,45,35,60,58,40,25,35,15,15,15,35,10,15,6,6,6,6,6,74,310,26
Eagles,Ron,Brooks,CB,33,68,91,89,49,93,59,55,66,22,25,25,28,45,45,65,91,65,87,89,75,15,82,74,22,73,85,45,45,45,45,45,44,62,44,65,59,76,71,53,45,30,60,64,20,6,6,6,6,6,70,190,27
Cowboys,Anthony,Brown,CB,30,68,95,91,73,82,55,68,63,27,26,18,17,21,18,55,86,56,91,90,88,26,65,59,29,68,70,23,43,44,43,44,26,33,51,76,55,77,74,52,45,26,62,79,27,6,6,6,6,6,71,192,22
Rams,Jamon,Brown,RG,68,68,69,81,87,52,65,30,33,24,24,25,25,71,77,35,76,10,91,71,74,25,10,10,35,10,10,79,88,78,76,68,55,35,54,51,29,12,15,12,10,10,45,15,12,6,6,6,6,6,76,323,23
Bears,Jonathan,Bullard,RE,74,68,75,86,76,76,58,39,26,22,21,21,19,38,31,82,84,9,89,82,87,38,22,28,31,25,29,39,44,45,45,44,77,64,83,75,58,31,36,20,17,13,80,22,17,6,6,6,6,6,74,283,22
Texans,Max,Bullough,MLB,53,68,79,87,85,70,69,58,65,14,10,12,10,45,45,76,81,10,92,87,92,61,32,45,44,50,45,45,45,45,45,45,69,53,78,76,69,55,73,30,45,15,80,55,25,6,6,6,6,6,75,249,24
Jets,Juston,Burris,CB,38,68,88,90,74,91,58,61,63,27,26,18,17,27,18,65,87,56,90,90,88,26,57,62,27,58,69,17,43,44,43,44,24,28,59,76,58,77,72,40,41,26,53,83,27,6,6,6,6,6,72,212,23
Bears,Deon,Bush,SS,26,68,87,91,71,82,58,64,62,27,27,21,18,24,14,67,93,42,89,88,83,53,60,62,42,59,62,38,43,43,44,43,31,27,53,69,58,64,72,30,32,20,85,62,23,15,10,10,15,15,72,199,23
Lions,Crezdon,Butler,CB,29,68,87,89,45,86,67,57,62,12,14,18,10,45,45,37,92,55,95,88,70,10,69,59,15,77,82,45,45,45,45,45,22,29,51,45,67,71,78,45,20,35,42,53,15,6,6,6,6,6,73,191,29
Ravens,Michael,Campanaro,WR,15,68,89,91,66,88,66,81,69,35,30,25,24,59,32,33,90,90,87,91,86,40,82,76,72,80,84,40,40,35,35,35,10,10,35,10,15,20,21,77,81,60,12,20,62,25,20,15,10,15,69,185,25
Chargers,Ryan,Carrethers,DT,90,68,55,79,94,52,61,35,40,21,24,24,18,45,45,81,67,10,94,72,86,32,10,14,45,10,10,45,45,45,45,45,78,58,74,76,61,25,30,15,15,15,82,16,15,6,6,6,6,6,73,333,25
Lions,Stefan,Charles,DT,96,68,60,78,78,63,69,35,42,36,19,20,20,45,45,77,80,10,90,75,75,22,15,20,28,25,20,45,45,45,45,45,78,60,81,74,69,20,30,15,25,15,72,25,25,6,6,6,6,6,77,323,28
Dolphins,Chimdi,Chekwa,CB,38,68,90,93,48,92,60,65,64,10,8,15,15,45,45,57,87,45,94,88,85,32,65,44,32,67,74,45,45,45,45,45,44,35,46,59,60,76,73,50,45,35,50,60,46,6,6,6,6,6,72,194,27
Chargers,Kellen,Clemens,QB,10,68,69,68,58,66,72,35,65,84,76,30,12,24,29,36,83,13,85,92,75,20,20,54,35,50,54,24,24,24,29,29,20,20,36,43,28,14,12,15,15,15,12,10,15,81,78,78,66,75,74,220,33
Chargers,Asante,Cleveland,TE,45,68,75,82,75,75,59,66,71,35,36,33,32,79,64,34,82,25,91,82,71,70,44,68,68,66,64,72,74,70,65,64,20,20,40,39,13,12,15,65,71,50,25,25,79,15,10,6,6,10,77,260,24
Colts,Chase,Coffman,TE,80,68,73,77,60,76,64,76,77,20,34,24,22,67,55,40,76,8,87,92,65,55,40,77,70,75,73,54,45,46,42,45,10,10,51,38,15,12,13,82,76,69,20,10,74,15,10,6,6,10,78,250,29
Rams,Justice,Cunningham,TE,48,68,72,85,66,74,53,74,74,35,30,25,15,77,63,44,87,40,95,83,86,60,52,65,81,65,64,67,74,70,64,58,10,10,40,49,18,18,25,84,76,47,15,15,74,15,10,6,6,10,75,258,25
Rams,Cody,Davis,FS,38,68,90,92,55,87,54,59,60,35,25,15,19,45,45,72,96,45,90,86,69,55,44,59,53,60,65,45,45,45,45,45,49,47,54,76,54,65,72,33,35,15,63,82,15,15,10,10,15,15,73,206,27
Saints,Tyeler,Davison,DT,95,68,67,81,91,61,67,35,35,10,11,15,14,45,45,71,82,10,88,71,77,28,12,10,14,15,17,45,45,45,45,45,78,50,71,77,67,18,30,12,10,10,70,10,12,6,6,6,6,6,74,309,23
Jaguars,Sheldon,Day,DT,61,68,70,84,80,83,57,34,37,23,21,17,17,33,26,83,77,9,89,82,88,32,18,24,35,17,21,31,46,45,44,45,78,63,77,77,57,29,45,28,26,13,81,13,15,6,6,6,6,6,73,293,22
Bills,Leger,Douzable,RE,74,68,59,74,82,61,74,30,40,26,26,25,25,45,45,83,70,6,91,66,75,20,12,15,35,10,10,45,45,45,45,45,76,61,82,78,74,15,32,15,15,15,60,10,15,6,6,6,6,6,76,284,30
Texans,Brandon,Dunn,LE,92,68,66,79,78,53,66,35,42,36,19,20,15,45,45,78,78,10,90,75,85,25,15,20,28,21,22,45,45,45,45,45,77,72,83,77,66,15,24,15,25,15,78,25,25,6,6,6,6,6,74,300,23
Packers,Jayrone,Elliott,LOLB,91,68,80,88,70,76,64,54,57,12,14,16,17,45,45,74,80,10,92,76,86,29,12,17,45,44,40,45,45,45,45,45,67,82,77,74,64,55,69,45,33,20,81,65,12,6,6,6,6,6,75,255,24
Browns,Cameron,Erving,C,74,68,67,75,84,72,73,45,45,30,30,25,25,73,73,56,79,10,93,85,73,25,12,10,30,10,10,83,80,84,82,86,55,25,47,54,25,12,15,15,15,15,44,10,15,6,6,6,6,6,77,313,24
Eagles,Randall,Evans,CB,41,68,90,90,59,84,60,61,64,36,36,19,19,45,45,59,88,64,90,88,75,32,60,55,32,60,70,45,45,45,45,45,34,39,53,74,60,72,76,60,55,21,51,83,40,6,6,6,6,6,72,195,24
Packers,Kyler,Fackrell,LOLB,51,68,82,87,75,84,55,65,55,68,52,21,19,25,18,83,82,10,86,83,81,38,36,44,38,33,48,39,44,44,43,44,78,70,77,81,55,57,66,45,52,49,80,44,45,51,44,37,40,39,77,245,24
Patriots,Trey,Flowers,RE,98,68,77,87,87,69,60,35,42,35,32,30,30,45,45,84,85,10,94,79,88,48,25,20,52,25,25,45,45,45,45,45,83,45,84,81,60,15,25,15,10,10,76,25,12,6,6,6,6,6,74,265,23
Steelers,L.J.,Fort,LOLB,54,68,81,88,74,76,65,64,65,13,35,20,11,45,45,84,88,10,92,83,75,25,10,29,29,35,56,45,45,45,45,45,67,55,67,79,65,69,73,40,40,20,77,60,15,6,6,6,6,6,72,232,26
Chiefs,Zach,Fulton,C,73,68,66,83,85,52,66,20,25,20,20,20,20,77,75,35,64,10,92,74,87,15,10,10,10,10,10,76,89,78,76,66,10,10,20,35,20,12,15,12,10,10,20,10,12,6,6,6,6,6,77,316,24
Buccaneers,Jeremiah,George,ROLB,52,68,83,87,76,75,61,55,45,27,30,20,20,45,45,84,89,21,92,88,77,44,35,35,40,25,25,45,45,45,45,45,68,55,77,78,61,72,67,45,42,15,75,66,15,6,6,6,6,6,71,234,24
Eagles,Chris,Givens,WR,19,68,91,91,52,91,72,76,66,24,16,21,21,45,35,25,85,78,86,94,66,40,85,70,44,75,85,39,37,35,34,33,10,10,30,35,22,12,15,79,70,67,15,15,63,15,10,6,6,10,72,203,26
Falcons,Malliciah,Goodman,LE,93,68,75,85,84,72,67,54,49,35,32,30,30,45,45,73,81,10,95,67,74,44,22,40,35,25,25,45,45,45,45,45,77,56,78,77,67,26,32,15,10,10,81,35,22,6,6,6,6,6,76,276,26
Packers,Demetri,Goodson,CB,39,68,89,88,45,94,59,68,65,22,25,25,25,45,45,46,88,45,75,90,73,25,80,81,26,75,85,45,45,45,45,45,25,32,36,65,59,79,74,65,56,25,56,65,15,6,6,6,6,6,71,197,27
Bills,Marquise,Goodwin,WR,88,68,95,96,42,91,71,75,69,34,32,21,20,44,32,25,87,83,86,90,67,38,72,74,41,78,75,40,39,39,35,34,10,10,37,34,24,18,25,80,71,68,15,10,65,15,10,6,6,10,69,179,25
Broncos,Adam,Gotsis,RE,99,68,76,76,84,67,61,48,43,23,21,17,17,40,38,80,79,9,87,79,81,41,22,23,30,17,20,48,46,45,44,45,73,67,83,80,61,18,26,16,14,13,81,13,15,5,5,5,5,5,76,287,23
Bears,Hroniss,Grasu,C,55,68,71,84,78,68,73,25,40,20,19,23,21,74,74,25,69,10,87,83,85,20,10,10,10,10,10,80,72,76,81,85,10,10,21,37,28,11,12,12,10,10,20,10,12,6,6,6,6,6,75,297,25
Cowboys,Chaz,Green,RT,79,68,66,79,76,64,63,42,50,30,30,21,21,73,79,51,79,10,78,84,85,28,10,10,15,10,10,76,72,76,82,86,50,35,40,35,25,15,20,25,21,20,39,10,35,6,6,6,6,6,77,300,24
Steelers,Javon,Hargrave,DT,79,68,75,85,85,77,55,28,30,23,21,17,17,31,21,78,82,9,89,84,88,29,15,18,25,17,16,38,46,45,44,45,69,79,77,77,55,18,26,16,14,13,80,13,15,6,6,6,6,6,74,305,23
Vikings,Anthony,Harris,FS,41,68,87,89,59,88,61,65,52,21,20,22,15,35,35,52,87,30,86,87,72,37,61,53,36,57,69,36,45,45,45,45,29,40,53,77,61,64,77,68,59,41,56,68,30,6,6,6,6,6,73,192,24
Bills,Seantrel,Henderson,LT,66,68,70,82,83,59,76,35,40,25,40,28,15,75,69,40,75,11,82,69,65,24,10,10,10,20,21,81,75,87,74,84,10,10,39,25,10,12,12,12,15,10,26,10,12,6,6,6,6,6,79,331,24
Ravens,Willie,Henry,DT,69,68,72,82,86,77,55,36,39,23,21,17,17,37,28,82,78,9,87,84,77,36,15,24,29,17,18,34,46,45,44,45,80,61,77,76,55,18,26,16,14,13,78,13,15,6,6,6,6,6,75,305,22
Cowboys,Brandon,Hepburn,MLB,48,68,86,85,72,76,69,60,60,25,25,20,20,45,45,82,86,10,91,87,85,39,25,10,25,10,15,45,45,45,45,45,62,55,74,84,69,52,64,20,15,15,75,40,25,6,6,6,6,6,76,235,26
Giants,Mark,Herzlich,LOLB,94,68,72,81,75,75,75,72,55,20,19,14,17,45,45,78,74,10,80,90,98,47,29,35,45,35,40,45,45,45,45,45,55,49,72,88,75,53,72,48,55,20,81,40,25,6,6,6,6,6,76,246,29
Vikings,Shaun,Hill,QB,13,68,68,66,52,60,80,15,60,77,82,20,10,10,10,16,41,10,80,92,85,20,20,28,10,40,40,10,10,10,10,10,10,10,16,39,21,10,19,15,15,15,12,10,15,87,78,69,85,73,75,230,36
Bears,Rob,Housler,TE,88,68,84,87,62,82,61,74,72,35,35,22,22,70,50,36,82,45,89,85,55,54,65,72,57,73,68,54,49,54,48,55,10,10,55,36,17,19,18,80,69,62,12,10,79,15,10,6,6,10,77,250,28
Bears,DeAndre,Houston-Carson,FS,36,68,88,89,67,91,49,69,61,26,25,20,19,24,14,77,86,31,89,90,86,48,58,53,39,60,67,35,44,43,44,43,45,49,58,64,49,66,77,53,44,22,74,62,22,6,6,6,6,6,73,201,23
Patriots,Ramon,Humber,MLB,53,68,82,83,65,79,71,49,45,27,30,20,20,45,45,78,75,21,87,85,67,24,49,35,40,25,25,45,45,45,45,45,51,66,73,83,71,58,68,35,33,15,76,70,15,6,6,6,6,6,71,235,29
Giants,Bennett,Jackson,FS,24,68,90,90,52,87,48,71,69,30,30,25,24,45,45,69,89,40,95,88,75,35,65,75,44,68,74,45,45,45,45,45,39,45,58,79,48,71,81,64,62,33,60,75,25,6,6,6,6,6,72,192,24
49ers,Tony,Jerod-Eddie,LE,63,68,65,78,83,67,74,35,45,35,32,30,30,45,45,79,77,10,91,78,72,55,40,37,47,25,33,45,45,45,45,45,78,59,75,77,74,25,40,15,10,10,72,35,12,10,10,10,10,10,77,301,26
Steelers,Steven,Johnson,MLB,51,68,79,86,66,71,72,52,55,25,25,20,20,45,45,82,88,10,85,87,84,40,20,35,35,15,20,45,45,45,45,45,64,49,71,83,72,61,74,15,15,15,74,45,12,6,6,6,6,6,73,237,28
Jaguars,Abry,Jones,DT,95,68,65,76,87,57,62,40,42,36,19,20,20,45,45,70,66,10,87,76,84,22,15,20,28,25,20,45,45,45,45,46,80,65,77,72,62,20,30,15,25,15,70,25,25,6,6,6,6,6,76,320,24
Titans,DaQuan,Jones,LE,90,68,59,77,85,52,72,29,40,16,17,7,17,45,45,87,72,10,90,78,75,15,10,10,20,10,10,45,45,45,45,45,79,52,89,83,72,15,25,15,15,15,70,14,15,6,6,6,6,6,76,322,24
Dolphins,Dion,Jordan,RE,95,68,84,89,66,84,60,55,55,24,22,26,19,45,45,82,82,10,85,72,84,65,59,70,55,55,50,55,53,49,50,45,60,79,66,81,60,58,68,35,30,15,80,45,20,6,6,6,6,6,78,266,26
Lions,Miles,Killebrew,SS,35,68,87,89,77,87,48,70,76,27,27,21,18,29,20,83,88,42,88,88,87,53,63,55,48,57,70,36,43,43,44,43,34,34,57,66,48,69,78,48,44,20,89,67,23,6,6,6,6,6,74,222,23
Saints,Daniel,Lasco,HB,36,68,90,92,78,84,54,59,80,28,24,21,20,24,44,29,88,71,84,85,75,50,79,77,58,84,83,26,44,43,49,47,11,12,26,38,20,14,19,50,56,55,21,16,39,20,16,15,15,15,73,205,23
Broncos,Cody,Latimer,WR,14,68,90,90,75,88,48,78,70,32,25,19,19,62,51,35,91,25,82,88,87,68,55,73,65,70,74,59,54,55,54,50,10,10,42,35,26,18,24,84,88,65,15,25,84,15,10,6,6,10,74,215,24
Bears,Charles,Leno Jr.,LT,72,68,63,77,81,64,74,25,24,10,12,11,15,76,72,35,72,10,90,84,75,25,24,10,10,10,10,77,73,78,76,85,30,30,25,29,26,12,9,45,52,33,20,10,35,6,6,6,6,6,75,302,24
Bills,Greg,Little,WR,15,68,85,90,74,85,72,74,79,30,31,25,30,35,38,42,95,54,93,92,78,77,69,83,82,81,84,45,35,45,28,32,10,10,52,44,26,18,24,75,66,62,15,25,77,15,10,6,6,10,74,220,27
Patriots,Keshawn,Martin,WR,82,68,89,90,46,94,74,77,58,35,30,24,24,43,33,25,92,83,88,93,67,35,87,88,39,82,89,35,35,34,33,32,15,20,40,35,15,15,20,77,69,73,15,15,58,10,10,10,10,10,71,194,26
